URL,Abstract
https://pubmed.ncbi.nlm.nih.gov/27638074/,"Chronic unilateral vestibular loss is a condition defined by the presence of reduced function of the peripheral vestibular system on one side, which has generally persisted for 3 or more months. The deficit is demonstrated by a reduction of the vestibular-ocular reflex either at the bedside or on laboratory testing. Though some patients with chronic vestibular loss have disabling symptoms, others are asymptomatic. Causes include a viral/postviral disorder, Menière's disease, structural lesions, ischemia, and trauma. Any other systemic or genetic disorder would be expected to involve both sides at some point."
https://pubmed.ncbi.nlm.nih.gov/38271551/,"Clinical characteristics:GAA-FGF14-related ataxia is a mid to late adult-onset slowly progressive cerebellar syndrome with predominant gait involvement. Median age at onset is 60 years (range: 21-87 years). Nearly 50% of individuals may first experience episodic manifestations including gait and limb ataxia, visual disturbances (diplopia, oscillopsia, and blurring), vertigo and/or dizziness, or dysarthria on average two to four years before the onset of progressive ataxia. Episodic symptoms may persist after the onset of progressive ataxia and may be triggered by alcohol intake and physical activity. Although some individuals eventually require assistance with mobility, use of a wheelchair is less necessary than in other common hereditary spinocerebellar ataxias (e.g., SCA1, SCA2, and SCA3). Dysarthria does not develop in all individuals and often remains mild to moderate. Cerebellar oculomotor signs, including downbeat nystagmus, horizontal gaze-evoked nystagmus, and impaired visual fixation suppression of the vestibuloocular reflex, are common. Unilateral or bilateral vestibular hypofunction and tremor of the upper limbs may occur. Age of onset and clinical presentation can vary within the same family.

Diagnosis/testing:The diagnosis of GAA-FGF14-related ataxia is established in a symptomatic individual with a compatible phenotype by the identification of a heterozygous (GAA)>300repeat expansion in intron 1 ofFGF14by molecular genetic testing. Due to incomplete penetrance ofFGF14(GAA)250-300repeat expansions, the diagnosis of GAA-FGF14-related ataxia can also be established in symptomatic individuals with a (GAA)250-300repeat expansion if their phenotype is compatible, other inherited causes of ataxia have been excluded, and, if possible, familialsegregationwith the disease is confirmed. Individuals whose phenotype differs significantly from GAA-FGF14-related ataxia should be screened for other causes of inherited ataxias.

Management:Treatment of manifestations:There is no cure for GAA-FGF14-related ataxia. The goals of treatment are to improve quality of life, maximize function, and reduce complications. This ideally involves multidisciplinary care by specialists in relevant fields, such as neurologists, ophthalmologists, orthoptists, physical therapists, occupational therapists, speech-language therapists, and psychologists. Preliminary studies have shown promising symptomatic benefits of 4-aminopyridine for ataxic symptoms and downbeat nystagmus.

Surveillance:To monitor existing manifestations, the individual's response to supportive care, and the emergence of new manifestations, regularly scheduled follow up by the treating specialists is recommended.

Agents/circumstances to avoid:Inform affected individuals that alcohol intake and strenuous physical activity may precipitate episodes of ataxia and may exacerbate incoordination. Avoid medications with known toxicity to the cerebellum and the vestibular system.

Genetic counseling:GAA-FGF14-related ataxia is inherited in an autosomal dominant manner. Most individuals diagnosed with GAA-FGF14-related ataxia inherit an abnormal GAA repeat expansion from a parent who has a high normal-size or likely pathogenic or pathogenic GAA repeat expansion (a parent with an abnormal GAA repeat expansion may or may not have manifestations of GAA-FGF14-related ataxia). Each child of an individual with GAA-FGF14-related ataxia has a 50% chance of inheriting the GAA-FGF14-related allele. The likelihood that offspring who inherit the GAA-FGF14-related allele will have a GAA repeat size in the pathogenic, reduced penetrance, or non-pathogenic range is influenced by intergenerational instability; the size of the GAA repeat is more likely to expand upon maternal transmission and to contract upon paternal transmission. Once a GAA repeat expansion has been identified in an affected family member, predictive testing for at-risk relatives and prenatal and preimplantation genetic testing for GAA-FGF14-related ataxia are possible. However, accurate prediction of future possible clinical manifestations in a fetus found to have anFGF14GAA repeat expansion is not possible, and the current lack of knowledge regarding somatic instability of the repeat prenatally makes the interpretation of prenatal genetic test results challenging."
https://pubmed.ncbi.nlm.nih.gov/18675691/,"Meniere's disease is a chronic illness that affects a substantial number of patients every year worldwide. The disease is characterised by intermittent episodes of vertigo lasting from minutes to hours, with fluctuating sensorineural hearing loss, tinnitus, and aural pressure. Although there is currently no cure, more than 85% of patients with Meniere's disease are helped by either changes in lifestyle and medical treatment, or minimally invasive surgical procedures such as intratympanic steroid therapy, intratympanic gentamicin therapy, and endolymphatic sac surgery. Vestibular neurectomy has a very high rate of vertigo control and is available for patients with good hearing who have failed all other treatments. Labyrinthectomy is undertaken as a last resort and is best reserved for patients with unilateral disease and deafness."
https://pubmed.ncbi.nlm.nih.gov/33829994/,"Many medical, neurologic and psychiatric conditions as well as drugs can give chronic dizziness, and a systematic diagnostic workup is essential. Chronic vestibular syndrome is a clinical syndrome of chronic vertigo, dizziness or unsteadiness lasting months to years. There is generally a persistent unilateral or bilateral vestibular loss. Treatment depends on the aetiology, but in general, treatment with vestibular rehabilitation is effective, which is summarised in this review. Betahistin or other anti-vertigo-drugs are not indicated in the treatment of chronic vertigo."
https://pubmed.ncbi.nlm.nih.gov/35971266/,"The central vestibular compensation reduces vestibular symptoms and helps individuals improve balance affected by vestibular dysfunction. The video head impulse test provides an opportunity to study central vestibular compensation objectively. This study aims to methodically present existing information about the video head impulse test as a measure to evaluate central vestibular compensation in patients with unilateral vestibular dysfunction. Literature review comprised 12 research articles selected based on pre-set criteria and timeline (January 2010 to June 2020). The findings indicate that the appropriate video head impulse test measures to evaluate central vestibular compensation after the occurrence of temporary unilateral vestibular dysfunction are the improvement in vestibulo-ocular reflex gain. And, for permanent unilateral vestibular dysfunction are reduction in catch-up saccades percentage, velocity, amplitude, latency, and Perez and Rey score."
https://pubmed.ncbi.nlm.nih.gov/7874410/,"Vestibular rehabilitation is a physical therapy programme for persons with symptomatic lesions of the vestibular system. When applied early in the course of recovery, it can hasten compensation. It can also reduce symptoms resulting from permanent deficits caused by vestibular injury. It has been shown to be effective when applied to patients with unilateral or bilateral losses, and reduces both dizziness and imbalance. Compensation occurs through tonic re-balancing at the level of the vestibular nuclei; by substitution of vision, proprioception and peripheral sensation for the missing vestibular input; and by the use of behavioural strategies to deal with residual deficits. The latter two mechanisms can be facilitated with rehabilitation exercises. Treatment methods must be varied, based on the patient's underlying disorder. The best prognosis for full recovery is for individuals with acute, unilateral vestibular injury. Patients with bilateral lesions will show improvement, but will have permanent deficits. Persons with progressive vestibular disorders, those having central involvement and persons with visual or somatosensory impairments may require more prolonged courses of treatment or demonstrate incomplete recovery. Patients with a previous history of vestibular loss with recent decompensation require a thorough re-evaluation to rule out these more complex problems. Rehabilitation includes vestibular exercises, management of vestibular suppressant medications, general conditioning and patient instruction. Exercises should be directed at static and active posture and balance, eye-head co-ordination and symptomatic dizziness. Balance exercises include practice with standing, walking and turning. Eye-head co-ordination exercises require head movement during visual fixation or visual target changes. Treatment of symptomatic dizziness is based upon habituation to the provoking stimulus, usually head or eye movement. Home exercises are combined with formal physical therapy sessions and patient education to complete the process of rehabilitation."
https://pubmed.ncbi.nlm.nih.gov/15661119/,"A dysfunction of the vestibular system is commonly characterized by a combination of phenomena involving perceptual, ocular motor, postural, and autonomic manifestations: vertigo/dizziness, nystagmus, ataxia, and nausea. These 4 manifestations correlate with different aspects of vestibular function and emanate from different sites within the central nervous system. The diagnosis of vestibular syndromes always requires interdisciplinary thinking. A detailed history allows early differentiation into 9 categories that serve as a practical guide for differential diagnosis: (1) dizziness and lightheadedness; (2) single or recurrent attacks of vertigo; (3) sustained vertigo; (4) positional/positioning vertigo; (5) oscillopsia; (6) vertigo associated with auditory dysfunction; (7) vertigo associated with brainstem or cerebellar symptoms; (8) vertigo associated with headache; and (9) dizziness or to-and-fro vertigo with postural imbalance. A careful and systematic neuro-ophthalmological and neuro-otological examination is also mandatory, especially to differentiate between central and peripheral vestibular disorders. Important signs are nystagmus, ocular tilt reaction, other central or peripheral ocular motor dysfunctions, or a unilateral or bilateral peripheral vestibular deficit. This deficit can be easily detected by the head-impulse test, the most relevant bedside test for the vestibulo-ocular reflex. Laboratory examinations are used to measure eye movements, to test semicircular canal, otolith, and spatial perceptional function and to determine postural control. It must, however, be kept in mind that all signs and ocular motor and vestibular findings have to be interpreted within the context of the patient's history and a complete neurological examination."
https://pubmed.ncbi.nlm.nih.gov/31887751/,"Recent advances in vestibular testing now permit functional testing of all peripheral vestibular sense organs (all three semicircular canals, utricle, and saccule). This makes it possible to identify patients with isolated dysfunction of the utricle or saccule, even though parallel pathways for vestibular information are ultimately integrated centrally. Selective, isolated unilateral loss of utricular function as measured by ocular vestibular-evoked myogenic potentials (VEMPs) has been observed in patients with normal semicircular canal function as measured by the video head impulse test of all six semicircular canals, and normal bilateral saccular function as determined by symmetrical cervical VEMPs. How these patients present clinically and how they recover is discussed and contrasted with acute vestibular neuritis. In some patients, the unilateral loss of otolith organ (utricle or saccule) function persists and yet the patient recovers functionally to their usual lifestyle. Until the testing of all peripheral vestibular sense organs is routine, the frequency of isolated loss of otolith function cannot be gauged."
https://pubmed.ncbi.nlm.nih.gov/34294439/,"Dizziness is a common complaint in otolaryngology clinics and can present a diagnostic challenge. A thorough history including onset, duration, and exacerbating and alleviating factors, along with physician persistence, can help differentiate between otologic and nonotologic forms of dizziness. An otologic and neurotologic physical examination, including vestibulo-ocular reflex and cranial nerve function evaluation and postural examination, can shed further light on symptom etiology. Otologic forms of dizziness often result in vertigo and may be associated with unilateral symptoms of hearing loss, aural fullness, or tinnitus. Primary causes of dizziness are more often constant and insidious in onset."
https://pubmed.ncbi.nlm.nih.gov/9078929/,"Migraine has been associated with specific vestibular disorders, including benign paroxysmal vertigo of childhood and benign recurrent vertigo in adults. Migraine may also play a role in chronic nonspecific vestibulopathy. Because scant data exist that describe the clinical findings and vestibular function abnormalities in suspected migraine-related vestibulopathy, we reviewed the history, physical examination, vestibular tests (electronystagmography, rotational chair, posturography), and response to treatment of 100 patients with diagnoses of migraine-related vestibulopathy. Dominant clinical features included chronic movement-associated dysequilibrium, unsteadiness, space and motion discomfort, and occasionally, episodic vertigo as an aura prior to headache, or true vertigo without headache. Common vestibular test abnormalities included a directional preponderance on rotational testing, unilateral reduced caloric responsiveness, and vestibular system dysfunction patterns on posturography. Treatment was usually directed at the underlying migraine condition by identifying and avoiding dietary triggers and prescribing prophylactic anti-migraine medications. Symptomatic relief was also provided using anti-motion sickness medications, vestibular rehabilitation, and pharmacotherapy directed at any associated anxiety or panic disorder."
